ax	ay	az	wx	wy	wz	roll	pitch	yaw
-0.006913407240	-0.002655892400	-0.004603242967	0.000746246427	0.004456188530	-0.002157369629	0.030820867032	-0.021792138720	0.000324772342
-0.003453927813	0.001439553918	-0.007225484587	0.000788040808	0.007632955909	-0.003204302862	0.029985093319	-0.021450274550	0.000278748416
-0.009219486266	-0.001730822958	-0.005607477389	-0.000309387018	0.005526321009	-0.002161477692	0.029066574877	-0.021263675252	0.000225796308
-0.002837362699	-0.002095923061	-0.008831053041	-0.000303116278	0.004446983803	-0.003240356455	0.028833461762	-0.021048893354	0.000187368134
-0.006396377459	0.000910789589	-0.008267099038	0.002858683001	0.002303419635	-0.002149630571	0.028287545691	-0.021093948514	0.000153250413
-0.002916570054	-0.003005967010	-0.008026633412	0.000715643284	0.002334258519	-0.001102762646	0.028072830672	-0.020829738763	0.000136796349
-0.002957038581	0.000750687439	-0.007197852712	0.000738853589	0.003381869057	-0.002165713580	0.027869059486	-0.020872532196	0.000110139131
-0.005097138695	0.000236719774	-0.005143981427	0.002863063477	0.004438363947	-0.001063012518	0.027552292230	-0.020852437864	0.000085826282
-0.003541489365	-0.000960581761	-0.007074245252	0.001780733233	0.002316614846	-0.001091047423	0.027339242014	-0.020767982824	0.000069524601
-0.004423951730	-0.000008023122	-0.006288562901	0.001819100929	0.003347788937	-0.003224884160	0.027092388326	-0.020730943567	0.000046859990
-0.002895863028	-0.001481394283	-0.007655322552	0.001856936608	0.003437784268	0.000083965999	0.026937437675	-0.020617376351	0.000032716578
-0.003835996380	0.000063691012	-0.004735737108	-0.000252920407	0.002361821244	-0.002089769347	0.026748310133	-0.020613427956	0.000007347493
-0.002973126946	-0.000755085959	-0.007050227839	0.002936716424	0.003411804326	-0.000975017785	0.026617752158	-0.020547181132	-0.000006413474
-0.002515439875	-0.000742276141	-0.008114304394	0.000806980999	0.003428842872	-0.000999032636	0.026510925158	-0.020488582599	-0.000019524175
-0.002953262301	0.000220185801	-0.008248346858	0.001871846151	0.003418459324	-0.000987110077	0.026399359954	-0.020472162155	-0.000032946355
-0.001622442971	0.001738292864	-0.007897198200	0.001894714194	0.004467220977	-0.002050046809	0.026350280393	-0.020525721608	-0.000045018941
-0.002036363119	-0.000015797752	-0.008017385378	0.000805991876	0.003425684525	-0.000999216107	0.026291136655	-0.020509789345	-0.000057210695
-0.001207313151	-0.000415431976	-0.007313667331	0.001862110570	0.002352032578	-0.000995262875	0.026255500809	-0.020466909690	-0.000063510227
-0.000675951829	-0.000476799876	-0.008136382326	0.002927343128	0.002342548687	-0.000983312493	0.026242906922	-0.020421456568	-0.000069336037
-0.000479611132	-0.000268219039	-0.007448958699	0.001877118135	0.002336893696	-0.002066188492	0.026244909769	-0.020380713930	-0.000085721412
-0.001324938610	-0.000199711038	-0.007890048437	0.001871626242	0.003414369887	-0.000987386331	0.026220452472	-0.020342715633	-0.000097359098
-0.002218980109	0.001312611974	-0.007781751454	0.004006420262	0.002316535218	-0.002042345703	0.026153160461	-0.020356274300	-0.000120516571
-0.003865553066	0.000234627805	-0.007076205220	0.001861609635	0.002346543828	-0.000995543436	0.026029635446	-0.020335621410	-0.000134027064
-0.001003424637	-0.001135733328	-0.007562562823	0.000782687217	0.002369249240	0.000063301501	0.026005594817	-0.020271643148	-0.000145363085
-0.000731845153	-0.000785404583	-0.006814047229	0.001871899352	0.003409185912	-0.000987610198	0.026008651410	-0.020226480962	-0.000161632755
-0.001780177699	-0.000709106738	-0.004767533392	0.001863294397	0.002343979664	-0.000995646580	0.025973566955	-0.020180691357	-0.000173325449
-0.000105588006	0.001385103329	-0.007652482484	0.000838617678	0.002366836648	-0.002023766516	0.025992727206	-0.020207458411	-0.000188664613
-0.000731472508	0.001719642198	-0.006707085297	0.001897358219	0.003435822902	-0.000932988012	0.025993018192	-0.020239136967	-0.000204463672
-0.001107221469	0.000536162930	-0.007027235348	0.001888049650	0.002371469047	-0.000941024977	0.025987290775	-0.020232429329	-0.000215099093
-0.000840324559	0.000577685947	-0.007148888428	0.001887778752	0.002371131442	-0.000941069971	0.025979783437	-0.020221421617	-0.000225710060
-0.001726990216	0.000667363347	-0.007880598307	0.000837123778	0.002365112072	-0.002023964422	0.025950907121	-0.020223297363	-0.000247376889
-0.003515096148	0.001678366330	-0.005987142678	0.004040455911	0.003400489222	-0.001980100293	0.025877415062	-0.020249897432	-0.000270093305
-0.001389046200	0.001134757418	-0.007009543944	0.001904357807	0.004496330395	-0.000925277011	0.025872339006	-0.020259450773	-0.000280784318
-0.001918488531	0.000507447287	-0.007863556035	0.000839105458	0.004504560959	-0.000937315868	0.025852455072	-0.020261150819	-0.000296976882
-0.000935119984	-0.000250426499	-0.007679949049	0.001895111054	0.003431141609	-0.000933359144	0.025860893715	-0.020225560315	-0.000307470998
-0.002816052642	0.000980671961	-0.005603380967	0.001894626883	0.003429909702	-0.000933427771	0.025803932148	-0.020230424752	-0.000319003759
