ax	ay	az	wx	wy	wz	roll	pitch	yaw
0.000987218809	0.000382900791	0.001068953890	0.000686526299	0.001278286800	-0.003979053814	-0.016554457190	-0.017440248931	-0.000164258589
-0.000338302809	0.000457559247	-0.000306224363	-0.000368142588	-0.000845317496	-0.002921244828	-0.016602258624	-0.017502929139	-0.000199522731
-0.000055825149	0.002042836975	-0.000188363629	-0.000392016227	0.001279392163	-0.005028328858	-0.016594889044	-0.017748744397	-0.000239277247
0.000857668172	0.001092567807	-0.000188540493	0.000686185725	0.002341501880	-0.003968910780	-0.016486044066	-0.017859797707	-0.000277236709
-0.000653559866	0.001605878002	0.001471085357	-0.000380320533	0.002342880936	-0.003954520449	-0.016531272778	-0.018017899623	-0.000317963853
0.000151223125	0.001824290492	0.000842840178	-0.000394606119	0.000216731831	-0.005038408097	-0.016512124156	-0.018180983606	-0.000362755220
0.000536684704	-0.000045395820	-0.000819297566	0.000683959574	0.001278911252	-0.003978994675	-0.016455061547	-0.018173837646	-0.000401575959
-0.000396630669	-0.000553131918	0.001470066258	-0.000381001038	0.002343149390	-0.003954501357	-0.016467782486	-0.018132250488	-0.000441710274
-0.000782839721	-0.000386053260	-0.000452678796	-0.000381285703	0.001279750490	-0.003964634147	-0.016508822921	-0.018102496043	-0.000482310921
-0.000087048233	0.000684250146	0.000965699321	-0.000381926337	0.001279720454	-0.003964623436	-0.016502721343	-0.018146091422	-0.000522057522
-0.000411031622	-0.000372957060	-0.000804038951	-0.000382153841	0.000216544446	-0.003974752966	-0.016514427010	-0.018119920275	-0.000562127044
-0.002317366190	-0.000419169897	0.000659032899	-0.001434822334	0.001279279590	-0.002886631060	-0.016637544007	-0.018105095515	-0.000598936600
0.000510635087	-0.001383614494	0.000264302042	0.000685943640	0.001276153955	-0.003979071509	-0.016596858748	-0.018031930570	-0.000643384830
0.001940865186	-0.000306678383	-0.001671570353	-0.000379530946	0.001280057710	-0.003964653704	-0.016485915281	-0.018023108207	-0.000681228471
0.000069295114	0.000871766941	0.000601391250	-0.000381189777	0.000217316629	-0.003974751569	-0.016475927091	-0.018065372883	-0.000726169553
0.000660944090	0.001285477541	-0.000619826373	-0.000382882747	0.000218230853	-0.003974705935	-0.016441973251	-0.018124694467	-0.000765321148
0.000800722570	-0.000072285184	-0.000359960890	-0.000371114205	-0.000842972600	-0.002921138657	-0.016413896519	-0.018124424922	-0.000793882367
0.001131832949	-0.001082064467	0.002540814457	-0.000380868994	0.001283843769	-0.003964558709	-0.016363509338	-0.018081340736	-0.000832751932
-0.000861588400	0.001802405226	0.000463656761	-0.000396420655	0.000219187059	-0.005038321484	-0.016399540245	-0.018157088527	-0.000878481133
0.001188540948	-0.000647137873	0.001624641009	0.000695323397	0.001283405698	-0.002915229183	-0.016343933469	-0.018134704080	-0.000911989303
-0.000066036977	0.002341618994	0.001775583019	-0.000387197855	0.000221505892	-0.003974570893	-0.016340602993	-0.018228238085	-0.000946430706
-0.000448760693	-0.001043803990	-0.001031420776	-0.001450720010	0.001285310602	-0.003950109240	-0.016339338953	-0.018195686894	-0.000986342830
0.001261511235	0.000406972133	0.001166563248	-0.000373480085	0.001286517363	-0.002900768071	-0.016279577631	-0.018209756882	-0.001019803245
