ax	ay	az	wx	wy	wz	roll	pitch	yaw
18:38:02.96	-0.706956803799	0.042507033795	-0.285475790501	-1.534614324570	-0.302841454744	-0.043031595647	-0.001371654011	0.016461023019	0.183425006869
18:38:02.96	-0.619264245033	0.020696984604	-0.350191652775	-1.134347200394	-0.317423522472	-0.366649866104	-0.004225212840	0.004186987047	0.180442167674
18:38:02.98	-0.546227931976	0.021194986999	-0.355576008558	-0.884909212589	-0.650561809540	-0.540207028389	-0.009833163948	-0.005126446952	0.175356180159
18:38:02.98	-0.496057271957	-0.024129329249	-0.332828164101	-0.777525722980	-0.978138506413	-0.645839214325	-0.018883816237	-0.013006039297	0.169033370793
18:38:03.00	-0.515502214432	0.007076120470	-0.286106556654	-0.745966255665	-1.218455195427	-0.766639113426	-0.030651452064	-0.020299541247	0.161529577397
18:38:03.00	-0.503404915333	0.017723193392	-0.240686461329	-0.841825723648	-1.314060449600	-0.941789388657	-0.043821720930	-0.028026325751	0.152318536226
18:38:03.01	-0.462374746799	-0.008192733862	-0.269671559334	-1.079925179482	-1.358457922935	-1.159215092659	-0.057686943009	-0.037574744217	0.140768862018
18:38:03.02	-0.474950909615	-0.002373057883	-0.317496865988	-1.397072553635	-1.295349836349	-1.302210927010	-0.071463241177	-0.049848533954	0.127228299064
18:38:03.04	-0.484721302986	0.029438592494	-0.337159663439	-1.708850026131	-1.028181791306	-1.448653817177	-0.083438062462	-0.065043907424	0.111917306125
18:38:03.04	-0.474860787392	0.095817141235	-0.317291617393	-1.878866672516	-0.619915306568	-1.693535208702	-0.091937596798	-0.081993816384	0.094097962680
18:38:03.06	-0.407288908958	0.165669575334	-0.319216847420	-1.880451440811	-0.433019429445	-2.022583246231	-0.098431758492	-0.098941857075	0.072945193228
18:38:03.07	-0.319396585226	0.159902080894	-0.272367954254	-1.693927884102	-0.415374070406	-2.302587985992	-0.105185868392	-0.114087933484	0.048780830189
18:38:03.08	-0.256106019020	0.247664377093	-0.245376348495	-1.366593480110	-0.489290833473	-2.477916717529	-0.112898374374	-0.125821025167	0.022812910473
18:38:03.08	-0.210011959076	0.293514907360	-0.247512742877	-1.086449265480	-0.663009583950	-2.582283973694	-0.122586990450	-0.134240827971	-0.004169285766
18:38:03.10	-0.200552895665	0.288605183363	-0.231694400311	-1.140625953674	-0.794760942459	-2.654085397720	-0.134109057779	-0.141909087767	-0.031917325029
18:38:03.10	-0.199846267700	0.239638134837	-0.153277158737	-1.023535847664	-0.722765505314	-2.856040954590	-0.145838342212	-0.148588075969	-0.061333088958
18:38:03.12	-0.152219235897	0.254219442606	-0.166253611445	-0.783665597439	-0.664809465408	-3.133189201355	-0.157356148660	-0.152267332260	-0.093286421170
18:38:03.12	-0.137484833598	0.236923709512	-0.207163885236	-0.687458336353	-0.779775917530	-3.198347091675	-0.169787812491	-0.153988712333	-0.126299280258
18:38:03.13	-0.128562301397	0.236705869436	-0.216652527452	-0.725672662258	-0.911456406116	-3.087384939194	-0.183613845350	-0.155444643051	-0.158647103855
18:38:03.14	-0.141869306564	0.255718201399	-0.223764687777	-0.875844597816	-0.871853291988	-2.984983682632	-0.197440737833	-0.157993711875	-0.190035302111
18:38:03.16	-0.134583115578	0.252018928528	-0.265459865332	-1.009394764900	-0.689921200275	-3.017620086670	-0.209905572972	-0.161462481457	-0.221823872181
18:38:03.16	-0.128721252084	0.245636716485	-0.321885943413	-1.092932820320	-0.448548525572	-3.059938907623	-0.220278714368	-0.165471991283	-0.254289313844
18:38:03.18	-0.098884880543	0.249790519476	-0.350262701511	-1.014940142632	-0.290340989828	-3.142461061478	-0.228965698690	-0.168733622322	-0.287438867142
18:38:03.19	-0.052782196552	0.228243663907	-0.384401440620	-0.772535502911	-0.455520033836	-3.284535884857	-0.238609418412	-0.169385232339	-0.321406138659
18:38:03.20	-0.028166802600	0.196029841900	-0.430798828602	-0.536191701889	-0.785415887833	-3.391928434372	-0.251445314355	-0.166895971615	-0.355999605352
18:38:03.20	-0.053089998662	0.161266297102	-0.448544025421	-0.317377895117	-1.065257310867	-3.357118844986	-0.266968001807	-0.161950482950	-0.389926362256
18:38:03.22	-0.038156222552	0.146713703871	-0.464537978172	0.004200322088	-1.307018280029	-3.378650426865	-0.284649000716	-0.153525526788	-0.422930161459
18:38:03.23	-0.045751448721	0.114894613624	-0.467517971992	0.211487948895	-1.437020421028	-3.424172401428	-0.303525236142	-0.142006128389	-0.455407764246
18:38:03.23	-0.064881816506	0.097692847252	-0.488305598497	0.182086065412	-1.462512731552	-3.477210283279	-0.322545224517	-0.129444463294	-0.487996733216
18:38:03.25	-0.057349916548	0.087516315281	-0.536545693874	0.027307886630	-1.349629640579	-3.499580383301	-0.340465450592	-0.117404087609	-0.521034913914
18:38:03.26	-0.030960727483	0.081366755068	-0.620084524155	-0.177909493446	-1.072960853577	-3.464390993118	-0.355687128723	-0.106763198616	-0.554326246600
18:38:03.26	-0.000897403050	0.071358725429	-0.676776111126	-0.317580610514	-0.686893224716	-3.387553453445	-0.366921138278	-0.097389514640	-0.587322680002
18:38:03.28	0.064512170851	0.058322571218	-0.737758159637	-0.412401437759	-0.323208689690	-3.303023099899	-0.374028197070	-0.089057679601	-0.619880907169
18:38:03.28	0.113261252642	0.059948291630	-0.780329346657	-0.225056096911	-0.058803874999	-3.242390871048	-0.377833732208	-0.079861302442	-0.651242919420
18:38:03.30	0.157692313194	0.114120811224	-0.813130557537	0.204521849751	0.014954021201	-3.245350837708	-0.379942009941	-0.067035955323	-0.681106429190
18:38:03.30	0.224827185273	0.093003205955	-0.837616801262	0.638461530209	-0.130236133933	-3.232370615005	-0.382371676809	-0.050068855388	-0.709166242087
18:38:03.32	0.287992000580	0.107391178608	-0.846324503422	1.025869369507	-0.454960912466	-3.181112051010	-0.387107535454	-0.029484434646	-0.735314279586
18:38:03.32	0.316744953394	0.098942264915	-0.814283013344	1.378806352615	-0.702014863491	-3.071202516556	-0.394021871503	-0.005733058961	-0.759010359147
18:38:03.34	0.307818472385	0.080532088876	-0.782183587551	1.575050950050	-0.818104922771	-2.965379476547	-0.401829482319	0.019986546268	-0.780578922625
18:38:03.35	0.278384029865	0.087234616280	-0.759289741516	1.646101832390	-0.749094665051	-2.907169342041	-0.408936705409	0.046495143204	-0.800972514677
18:38:03.36	0.293563157320	0.058801412582	-0.738477706909	1.621886849403	-0.569376230240	-2.794492483139	-0.413952617030	0.072720468652	-0.820344920691
18:38:03.37	0.287656366825	0.056318216026	-0.709938704967	1.558172702789	-0.395978540182	-2.686662673950	-0.416731071046	0.098040138621	-0.838869351818
18:38:03.38	0.277039498091	0.035401422530	-0.678754389286	1.554159879684	-0.263057738543	-2.576831817627	-0.417729363701	0.122730173255	-0.856459339954
18:38:03.39	0.284094810486	0.091405689716	-0.654781520367	1.641587018967	-0.150477871299	-2.486512422562	-0.417315845420	0.147605157129	-0.872980397851
18:38:03.40	0.320595890284	0.123656712472	-0.632782816887	1.815583109856	-0.025262907147	-2.377026557922	-0.415453441915	0.173491183646	-0.887988407659
18:38:03.40	0.340995341539	0.139610469341	-0.631921231747	1.980030059814	0.014940760098	-2.260775327682	-0.412873752312	0.200428451342	-0.901336765153
18:38:03.42	0.335124164820	0.179454073310	-0.635418891907	2.106461286545	0.050917990506	-2.205753803253	-0.409882604607	0.228275968201	-0.913588399814
18:38:03.42	0.317402899265	0.213259443641	-0.621708154678	2.188223123550	0.053970284760	-2.233422517776	-0.406387512055	0.256971840039	-0.925714962930
18:38:03.43	0.303294807673	0.244064986706	-0.629010677338	2.275938034058	0.055930960923	-2.299479484558	-0.402522315760	0.286623928915	-0.938266974762
18:38:03.44	0.321840941906	0.278326183558	-0.613928377628	2.427830219269	0.246992051601	-2.352897882462	-0.396848424410	0.317669247761	-0.951134219462
18:38:03.45	0.344755321741	0.315419435501	-0.562977850437	2.609668016434	0.497580111027	-2.307216644287	-0.388407086550	0.350214049633	-0.963484261836
18:38:03.47	0.331805229187	0.341561198235	-0.518739819527	2.815819025040	0.666331648827	-2.183919668198	-0.378190396865	0.384109654881	-0.974408481241
18:38:03.48	0.322602123022	0.358629614115	-0.460009396076	2.955080032349	0.708716452122	-2.033265829086	-0.367471923766	0.418849919736	-0.983774028271
18:38:03.48	0.327352941036	0.359293967485	-0.389060169458	3.019081592560	0.693791091442	-1.936398625374	-0.356991350571	0.453863659410	-0.992167917621
18:38:03.50	0.315684735775	0.380306869745	-0.313283979893	2.994190931320	0.723619103432	-1.877268433571	-0.346062410279	0.488579916005	-1.000499058875
18:38:03.50	0.325295001268	0.369438558817	-0.270394325256	2.840091466904	0.795159935951	-1.746848583221	-0.334038598479	0.521406984966	-1.008861115027
18:38:03.51	0.276307135820	0.383647471666	-0.237177446485	2.596621513367	0.967833042145	-1.604684233665	-0.320191962340	0.551323041192	-1.017220889096
18:38:03.53	0.254106223583	0.370753407478	-0.221204981208	2.325687885284	1.175609230995	-1.534153699875	-0.303487149532	0.578074811432	-1.026362055736
18:38:03.54	0.270269870758	0.351415455341	-0.253872603178	2.103424310684	1.322679996490	-1.493583798409	-0.284691516017	0.602608284059	-1.036422065140
18:38:03.56	0.296184182167	0.364922612906	-0.290349990129	2.038466215134	1.436584353447	-1.399068117142	-0.264496995665	0.625821235736	-1.046627553531
18:38:03.56	0.289786428213	0.387539237738	-0.311060518026	2.144296407700	1.510917305946	-1.282763600349	-0.243777372633	0.649200481108	-1.055999615450
18:38:03.56	0.293456971645	0.438359379768	-0.310242474079	2.368718385696	1.505378961563	-1.140094757080	-0.223553806648	0.674004586110	-1.063964420868
18:38:03.57	0.311209738255	0.436055660248	-0.303482115269	2.575305700302	1.465665936470	-0.978330671787	-0.204649356561	0.700476786395	-1.070143622687
18:38:03.58	0.303802013397	0.412892043591	-0.252783179283	2.636748790741	1.458229899406	-0.826037943363	-0.186185600042	0.727041413868	-1.075253243226
18:38:03.59	0.279813200235	0.366381645203	-0.171973809600	2.549482822418	1.546641826630	-0.724019289017	-0.167729256316	0.753139195323	-1.079542702395
18:38:03.61	0.232256501913	0.321219652891	-0.094593152404	2.330700635910	1.743630886078	-0.660682916641	-0.148086171662	0.777798757495	-1.083566794091
18:38:03.62	0.187456876040	0.278979152441	-0.045359712094	2.056455373764	1.954518079758	-0.600721836090	-0.125808055535	0.799661204349	-1.088100676031
18:38:03.62	0.155559629202	0.262871116400	-0.035436652601	1.818197131157	1.960211157799	-0.555966913700	-0.102467116781	0.818885688653	-1.093135218779
18:38:03.63	0.156923919916	0.252379834652	-0.086906120181	1.707051157951	1.795623421669	-0.575185835361	-0.079635773799	0.836555384177	-1.099132279187
18:38:03.64	0.189189136028	0.271195709705	-0.136389195919	1.740590095520	1.571293234825	-0.617136836052	-0.057498932973	0.853850265388	-1.106777946081
18:38:03.65	0.232136443257	0.292392879725	-0.141609773040	1.831313729286	1.421320199966	-0.601703703403	-0.035610110851	0.871259818276	-1.115819100883
18:38:03.67	0.202554345131	0.307094633579	-0.138928040862	1.871402859688	1.434048533440	-0.545739948750	-0.014871844725	0.889771638220	-1.124128017682
18:38:03.68	0.202442407608	0.316274791956	-0.122415617108	1.804967522621	1.579789876938	-0.488136827946	0.006639743892	0.908050014258	-1.132033027880
18:38:03.68	0.213471919298	0.338387280703	-0.104429788888	1.650012016296	1.803248763084	-0.437110662460	0.030371115150	0.924876758647	-1.139929569476
18:38:03.69	0.226981997490	0.369040995836	-0.097882419825	1.474759459496	1.933205842972	-0.386701822281	0.055680685944	0.939853672990	-1.147711197616
18:38:03.71	0.254804015160	0.382118374109	-0.123241811991	1.336166381836	1.952590942383	-0.296351402998	0.080943437046	0.953273671314	-1.154789867473
18:38:03.71	0.280039370060	0.399706929922	-0.141522482038	1.250079154968	1.947464704514	-0.181410461664	0.105028702147	0.965680853938	-1.160480464186
18:38:03.73	0.271151363850	0.421759396791	-0.152800008655	1.210904955864	1.978405594826	-0.066758178174	0.128159174967	0.977674170908	-1.164657108840
18:38:03.74	0.227946937084	0.482721388340	-0.179332643747	1.168306112289	1.995524525642	0.028659684584	0.150425196967	0.989328173439	-1.167512016085
18:38:03.75	0.187275663018	0.531309008598	-0.174092635512	1.160946130753	2.074238538742	0.127380937338	0.172176867826	1.000938969769	-1.169073199946
18:38:03.76	0.139075905085	0.585047602654	-0.183605879545	1.142458915710	2.194399118423	0.184093996882	0.194443181466	1.012550133709	-1.169798955472
18:38:03.76	0.157865837216	0.591907620430	-0.193076521158	1.144834995270	2.242234468460	0.203666642308	0.217347373190	1.024080924868	-1.170501326936
18:38:03.77	0.174415245652	0.595043659210	-0.166417732835	1.238702297211	2.225091934204	0.209684848785	0.240847835057	1.036341748014	-1.171895024954
18:38:03.78	0.210092276335	0.571374356747	-0.147854119539	1.344353079796	2.131409406662	0.223325565457	0.264442062000	1.049636412592	-1.174248648932
18:38:03.79	0.231140092015	0.538325071335	-0.103557661176	1.412982583046	2.062240362167	0.261103034019	0.287638252973	1.063757585665	-1.177115502642
18:38:03.80	0.233294397593	0.514962792397	-0.039949428290	1.370353341103	2.116557598114	0.352620422840	0.310384230396	1.077984151691	-1.179162986589
18:38:03.82	0.223917856812	0.505873680115	-0.014698076062	1.173840761185	2.187077522278	0.502749204636	0.331079481726	1.091121572412	-1.178057070040
18:38:03.83	0.211614072323	0.496721088886	-0.002607056638	0.893178224564	2.280045747757	0.657417595387	0.348475638146	1.102257126928	-1.172308447703
18:38:03.83	0.195164829493	0.465042620897	0.019175671041	0.632768392563	2.427188634872	0.810201525688	0.362655199118	1.111461400604	-1.161527342760
18:38:03.85	0.153282955289	0.452813714743	0.027378782630	0.378002882004	2.592357635498	0.897123932838	0.374646327977	1.118762375283	-1.146468650517
18:38:03.85	0.146908313036	0.447560250759	-0.001456170226	0.158903509378	2.669231414795	0.936979711056	0.384940284029	1.124126703950	-1.128453920693
18:38:03.86	0.153814703226	0.440247118473	-0.025513108820	0.062501832843	2.665151119232	0.989303946495	0.393291820712	1.128552994086	-1.108150323110
18:38:03.87	0.169494226575	0.450439631939	-0.037330489606	0.089353367686	2.515259027481	1.011981844902	0.399756166625	1.133138131058	-1.087029005913
18:38:03.88	0.151240900159	0.465146064758	0.003199296538	0.163907453418	2.412049055099	1.009993433952	0.405226154812	1.138453591264	-1.066353399878
18:38:03.89	0.106309987605	0.474906235933	0.040325254202	0.121420919895	2.433376073837	1.022471427917	0.410318939316	1.143788345466	-1.045302861072
18:38:03.91	0.047056335956	0.477929204702	0.049027893692	-0.032804384828	2.476135253906	1.050489544868	0.413880329863	1.148049494546	-1.022213804613
18:38:03.92	-0.015311283059	0.501576781273	0.094321370125	-0.198397129774	2.618787288666	1.013655304909	0.417218213609	1.150764113854	-0.997686362012
18:38:03.92	-0.042341895401	0.546438157558	0.120436102152	-0.401777446270	2.796547651291	0.934048116207	0.422051225287	1.151476997053	-0.972865840185
18:38:03.93	-0.019731737673	0.588153481483	0.119326762855	-0.647334814072	2.928689479828	0.896063983440	0.427200901685	1.149862828330	-0.946820046752
18:38:03.94	0.022219592705	0.638661026955	0.134616121650	-0.877400517464	3.001314401627	0.909431457520	0.431218952917	1.146146395492	-0.918473738660
18:38:03.95	0.071469143033	0.716692328453	0.110429264605	-1.015951037407	2.885720491409	1.008069634438	0.431908843880	1.141241901074	-0.887133939644
18:38:03.97	0.090953595936	0.750639021397	0.100853271782	-1.028679966927	2.640321016312	1.206966161728	0.426892642580	1.136674951010	-0.851853524432
18:38:03.98	0.053508594632	0.720432996750	0.103121258318	-0.965594470501	2.386311531067	1.417524814606	0.415912253513	1.133292362652	-0.812802533807
18:38:03.99	-0.014587851241	0.672758817673	0.166401043534	-0.901988685131	2.290592908859	1.482776522636	0.402325452655	1.130800533058	-0.772397833650
18:38:03.99	-0.088856801391	0.659003496170	0.221934989095	-0.952394902706	2.300220012665	1.455888152122	0.389128184521	1.127855296928	-0.732444045040
18:38:04.00	-0.123929724097	0.664540708065	0.248477816582	-1.127592086792	2.320658445358	1.422274231911	0.376066222641	1.123210187399	-0.692355415498
18:38:04.01	-0.166966706514	0.695321321487	0.272050470114	-1.398195862770	2.342325925827	1.434638738632	0.362118065466	1.116009640162	-0.650910566492
18:38:04.02	-0.217298790812	0.705240726471	0.253381520510	-1.735100269318	2.387513399124	1.520461320877	0.346004823206	1.105733908271	-0.606492970522
18:38:04.03	-0.218106642365	0.650090098381	0.212938472629	-2.001254558563	2.463435649872	1.639665484428	0.328057881006	1.092723161531	-0.558951477855
18:38:04.04	-0.186143904924	0.627611875534	0.175188094378	-2.054748773575	2.470994710922	1.714926362038	0.310021718225	1.078551100699	-0.510572868380
18:38:04.06	-0.157249003649	0.631334006786	0.140106678009	-1.914773702621	2.251854896545	1.751377105713	0.292080080290	1.065029594535	-0.463748095403
18:38:04.06	-0.149049520493	0.637268245220	0.130968973041	-1.742623806000	1.968905329704	1.806998729706	0.273004493739	1.052938070828	-0.418573101780
18:38:04.07	-0.207461267710	0.636590242386	0.143011227250	-1.697891831398	1.832840681076	1.900843739510	0.252566128654	1.041420109688	-0.373562856377
18:38:04.08	-0.300770550966	0.643661797047	0.163676828146	-1.786484599113	1.863838076591	1.982120275497	0.231817939501	1.029084104672	-0.328001050498
18:38:04.09	-0.384068548679	0.628476381302	0.172468736768	-1.985415697098	2.021454334259	2.011835336685	0.212677542388	1.014689733828	-0.282405589020
18:38:04.10	-0.428577691317	0.602239191532	0.151698723435	-2.221850633621	2.169551849365	2.024943828583	0.195853832808	0.997623833773	-0.237246997518
18:38:04.12	-0.426275730133	0.590200126171	0.104090318084	-2.374369621277	2.195283889771	2.016606569290	0.181088185434	0.978382445657	-0.193253120174
18:38:04.13	-0.372890472412	0.580367803574	0.075182259083	-2.352451801300	2.027300596237	1.981731891632	0.167459245982	0.958550035810	-0.151483344034
18:38:04.13	-0.360086709261	0.574148058891	0.027388591319	-2.292818307877	1.754058003426	1.985771298409	0.153276863673	0.938972004823	-0.111637501568
18:38:04.14	-0.373185068369	0.585697412491	-0.031960453838	-2.192599296570	1.577477216721	1.993376255035	0.138677319476	0.919892118146	-0.073333304818
18:38:04.15	-0.373217105865	0.613813459873	-0.052427053452	-1.973972558975	1.535704851151	2.003861188889	0.125109654992	0.902378895739	-0.036672100349
18:38:04.16	-0.373285025358	0.648661613464	-0.056186601520	-1.724233508110	1.460946679115	2.032761335373	0.112286338185	0.887084332379	-0.001199363408
18:38:04.17	-0.364568918943	0.677098155022	-0.056284196675	-1.514458060265	1.333082556725	2.018077135086	0.099544551463	0.873681666849	0.032975187769
18:38:04.19	-0.351020067930	0.720123648643	-0.014670619741	-1.377919435501	1.247855544090	2.029254436493	0.087001493818	0.861593025966	0.066034426743
18:38:04.19	-0.335984438658	0.682278156281	-0.008169513196	-1.354256272316	1.164975881577	2.143038988113	0.073386541109	0.849788884943	0.099749238506
18:38:04.20	-0.322470426559	0.605696797371	-0.006713726558	-1.331013798714	1.073575258255	2.220578193665	0.058634178601	0.837876808691	0.134146450737
18:38:04.21	-0.335292220116	0.545899987221	0.013792327605	-1.249571800232	1.098981261253	2.256956338882	0.044080343737	0.826367707433	0.168416400726
18:38:04.22	-0.403285622597	0.509914577007	0.077638655901	-1.258957266808	1.242488741875	2.270152330399	0.031315622608	0.814767245136	0.202331069813
18:38:04.24	-0.437600523233	0.477542281151	0.097626112401	-1.347000837326	1.318053483963	2.212484836578	0.020646624719	0.802117163026	0.235088057841
18:38:04.25	-0.437299132347	0.488844633102	0.130803912878	-1.399429559708	1.276624202728	2.104286432266	0.011643882008	0.788618062397	0.265825706473
18:38:04.25	-0.417357951403	0.524426043034	0.136310651898	-1.468465089798	1.073687314987	2.040517568588	0.002539248169	0.774299549746	0.294823875336
18:38:04.26	-0.365408420563	0.510943055153	0.107320070267	-1.568416833878	0.806010901928	2.071228981018	-0.008529026499	0.758843017151	0.323298233199
18:38:04.27	-0.367293894291	0.499817222357	0.081359669566	-1.725795865059	0.764860093594	2.198489904404	-0.020904614341	0.741734732271	0.352466981286
18:38:04.28	-0.421158909798	0.447270065546	0.063162252307	-1.968189477921	0.952359437943	2.340777158737	-0.032150787683	0.722069195451	0.382765615100
18:38:04.30	-0.436585009098	0.370831727982	0.016796872020	-2.072072744370	1.125784277916	2.385318994522	-0.041170037254	0.700626166059	0.413163689545
18:38:04.31	-0.453611761332	0.383035421371	0.017121857032	-1.945071101189	1.175507426262	2.304294109344	-0.047872379966	0.679745494196	0.442171422728
18:38:04.31	-0.445821046829	0.398346871138	0.026415128261	-1.689158439636	0.904008090496	2.135492086411	-0.054517261288	0.661117551543	0.468799746303
18:38:04.32	-0.455349683762	0.401328742504	0.023558543995	-1.479122877121	0.488028496504	1.968059659004	-0.063220690295	0.644777368598	0.492852217594
18:38:04.33	-0.509813547134	0.347020387650	-0.002908175113	-1.437630414963	0.194570019841	1.878534317017	-0.073967902634	0.629134193365	0.515133259729
18:38:04.34	-0.565238058567	0.299085199833	-0.013013258576	-1.519944548607	0.311595231295	1.854163169861	-0.083805083748	0.612821410015	0.536390257876
18:38:04.36	-0.626485288143	0.280398339033	0.032210998237	-1.696741223335	0.733815252781	1.853122472763	-0.089352690047	0.594809928468	0.557088575592
18:38:04.37	-0.620486319065	0.255409896374	0.067756399512	-1.910435914993	1.010451197624	1.800128221512	-0.090543681130	0.574705219416	0.576730291827
18:38:04.37	-0.520981907845	0.204256609082	0.054431881756	-2.055512189865	0.853314042091	1.703778266907	-0.091143648476	0.552979776024	0.594943042453
18:38:04.38	-0.498043864965	0.230566754937	0.023622656241	-2.048418521881	0.463175117970	1.592518806458	-0.093998655728	0.531004624137	0.611479640166
18:38:04.39	-0.442394345999	0.188784569502	-0.021582424641	-1.931625723839	0.039967987686	1.566699504852	-0.100423455305	0.509982537131	0.627263100504
18:38:04.40	-0.467512488365	0.113583453000	-0.065959841013	-1.891010522842	-0.170530885458	1.583295226097	-0.109316225988	0.489548115932	0.642863689556
18:38:04.42	-0.597919940948	0.059822287410	-0.084211528301	-1.983679056168	0.014545556158	1.583116292953	-0.116852017847	0.468377485170	0.658109134271
18:38:04.43	-0.740204572678	-0.006461393554	-0.078906349838	-2.162545442581	0.340004682541	1.498203039169	-0.120520539989	0.445592753354	0.672196045477
18:38:04.43	-0.815017580986	0.004984527361	-0.075428947806	-2.350369691849	0.684541046619	1.282741546631	-0.119395128119	0.421147966774	0.683835184727
18:38:04.45	-0.678147494793	0.076388314366	-0.167601317167	-2.508836030960	0.771803379059	1.033582091331	-0.115096346068	0.395287593399	0.692477036720
18:38:04.46	-0.520160853863	0.048917014152	-0.238190516829	-2.504132270813	0.526203215122	0.895008683205	-0.111619712911	0.369312647474	0.699246607375
18:38:04.46	-0.462460190058	-0.053408186883	-0.317964464426	-2.384609460831	0.196549192071	0.917916119099	-0.111190687036	0.344299367441	0.705967957027
18:38:04.47	-0.497586578131	-0.071161150932	-0.343298077583	-2.172251701355	-0.034394480288	0.945831894875	-0.113517815425	0.321076379607	0.713267171679
18:38:04.48	-0.618204951286	-0.075910240412	-0.308258652687	-1.948833465576	0.024724019691	0.813596904278	-0.115543362765	0.300286458482	0.719762722679
18:38:04.49	-0.662473320961	-0.035744473338	-0.298770099878	-1.857690572739	0.120124369860	0.579235553741	-0.115782847890	0.280956034139	0.724165983437
18:38:04.51	-0.596442878246	0.020926583558	-0.260187298059	-1.772995710373	0.182583793998	0.341455727816	-0.114672804352	0.262675905822	0.726105151126
18:38:04.51	-0.480238497257	0.034625716507	-0.250509589911	-1.685348510742	0.196184873581	0.176574632525	-0.112665715120	0.245520011772	0.726311456364
18:38:04.52	-0.356672585011	0.020036119968	-0.290546268225	-1.606713414192	-0.075016744435	0.071867123246	-0.112379216611	0.229253354102	0.725381450893
18:38:04.54	-0.288308829069	-0.082470357418	-0.288969665766	-1.526456832886	-0.337645113468	0.107644557953	-0.115010215189	0.213848841379	0.724478058507
